Timestamp,Temperature (°C)
2024-03-01 00:00:00,11.490142459033699
2024-03-01 00:15:00,10.239238388787877
2024-03-01 00:30:00,13.248327536502593
2024-03-01 00:45:00,16.51999278938536
2024-03-01 01:00:00,11.8857303268552
2024-03-01 01:15:00,12.511983782184075
2024-03-01 01:30:00,18.564472770173072
2024-03-01 01:45:00,16.72519108964874
2024-03-01 02:00:00,13.591576842195144
2024-03-01 02:15:00,17.183382460953915
2024-03-01 02:30:00,14.69736121164982
2024-03-01 02:45:00,15.196268890289918
2024-03-01 03:00:00,17.79695462656358
2024-03-01 03:15:00,11.778557340816382
2024-03-01 03:30:00,12.758779905373254
2024-03-01 03:45:00,16.627833535302532
2024-03-01 04:00:00,15.621760676841113
2024-03-01 04:15:00,19.9114694131127
2024-03-01 04:30:00,16.514723098549236
2024-03-01 04:45:00,15.232390190945186
2024-03-01 05:00:00,24.056204569655346
2024-03-01 05:15:00,19.1305239025727
2024-03-01 05:30:00,20.117033227801873
2024-03-01 05:45:00,15.704344673745664
2024-03-01 06:00:00,18.36685182642445
2024-03-01 06:15:00,20.311357001515635
2024-03-01 06:30:00,16.461467881471194
2024-03-01 06:45:00,20.934946859069324
2024-03-01 07:00:00,17.85734219313427
2024-03-01 07:15:00,18.594220045571227
2024-03-01 07:30:00,17.433675488424676
2024-03-01 07:45:00,24.525561968853694
2024-03-01 08:00:00,18.61976236363059
2024-03-01 08:15:00,15.141563336157748
2024-03-01 08:30:00,20.40116813922192
2024-03-01 08:45:00,13.85586712487671
2024-03-01 09:00:00,17.69765859687974
2024-03-01 09:15:00,10.714447779361363
2024-03-01 09:30:00,12.103056143391917
2024-03-01 09:45:00,16.146286037803392
2024-03-01 10:00:00,17.215399739986232
2024-03-01 10:15:00,14.93699174575993
2024-03-01 10:30:00,13.479889476486179
2024-03-01 10:45:00,12.311083566263752
2024-03-01 11:00:00,8.152624479922927
2024-03-01 11:15:00,9.791370594977156
2024-03-01 11:30:00,9.923345609321158
2024-03-01 11:45:00,13.825397970958178
